"Area","Year","Period","Period Value","Unemployment Rate","Adjusted","Preliminary","Benchmark"
"Lafayette County","2021","December","202112","1.40","0","0","2021"
"Lafayette County","2021","November","202111","1.60","0","0","2021"
"Lafayette County","2021","October","202110","1.80","0","0","2021"
"Lafayette County","2021","September","202109","1.90","0","0","2021"
"Lafayette County","2021","August","202108","2.40","0","0","2021"
"Lafayette County","2021","July","202107","2.40","0","0","2021"
"Lafayette County","2021","June","202106","2.90","0","0","2021"
"Lafayette County","2021","May","202105","2.60","0","0","2021"
"Lafayette County","2021","April","202104","2.60","0","0","2021"
"Lafayette County","2021","March","202103","3.80","0","0","2021"
"Lafayette County","2021","February","202102","4","0","0","2021"
"Lafayette County","2021","January","202101","3.40","0","0","2021"
"Lafayette County","2020","December","202012","2.90","0","0","2021"
"Lafayette County","2020","November","202011","2.80","0","0","2021"
"Lafayette County","2020","October","202010","2.90","0","0","2021"
"Lafayette County","2020","September","202009","3.20","0","0","2021"
"Lafayette County","2020","August","202008","3.60","0","0","2021"
"Lafayette County","2020","July","202007","4.80","0","0","2021"
"Lafayette County","2020","June","202006","5.70","0","0","2021"
"Lafayette County","2020","May","202005","7.20","0","0","2021"
"Lafayette County","2020","April","202004","9","0","0","2021"
"Lafayette County","2020","March","202003","3.40","0","0","2021"
"Lafayette County","2020","February","202002","3","0","0","2021"
"Lafayette County","2020","January","202001","2.90","0","0","2021"
"Lafayette County","2019","December","201912","2.20","0","0","2021"
"Lafayette County","2019","November","201911","1.90","0","0","2021"
"Lafayette County","2019","October","201910","2","0","0","2021"
"Lafayette County","2019","September","201909","2.10","0","0","2021"
"Lafayette County","2019","August","201908","2.60","0","0","2021"
"Lafayette County","2019","July","201907","2.60","0","0","2021"
"Lafayette County","2019","June","201906","2.80","0","0","2021"
"Lafayette County","2019","May","201905","2.50","0","0","2021"
"Lafayette County","2019","April","201904","2.30","0","0","2021"
"Lafayette County","2019","March","201903","3","0","0","2021"
"Lafayette County","2019","February","201902","3.20","0","0","2021"
"Lafayette County","2019","January","201901","2.90","0","0","2021"
"Lafayette County","2018","December","201812","2.10","0","0","2021"
"Lafayette County","2018","November","201811","1.90","0","0","2021"
"Lafayette County","2018","October","201810","2","0","0","2021"
"Lafayette County","2018","September","201809","1.90","0","0","2021"
"Lafayette County","2018","August","201808","2.40","0","0","2021"
"Lafayette County","2018","July","201807","2.40","0","0","2021"
"Lafayette County","2018","June","201806","2.70","0","0","2021"
"Lafayette County","2018","May","201805","2","0","0","2021"
"Lafayette County","2018","April","201804","2","0","0","2021"
"Lafayette County","2018","March","201803","2.50","0","0","2021"
"Lafayette County","2018","February","201802","2.90","0","0","2021"
"Lafayette County","2018","January","201801","2.50","0","0","2021"
"Lafayette County","2017","December","201712","1.90","0","0","2021"
"Lafayette County","2017","November","201711","2","0","0","2021"
"Lafayette County","2017","October","201710","2","0","0","2021"
"Lafayette County","2017","September","201709","2.20","0","0","2021"
"Lafayette County","2017","August","201708","2.40","0","0","2021"
"Lafayette County","2017","July","201707","2.60","0","0","2021"
"Lafayette County","2017","June","201706","2.80","0","0","2021"
"Lafayette County","2017","May","201705","2.40","0","0","2021"
"Lafayette County","2017","April","201704","2.30","0","0","2021"
"Lafayette County","2017","March","201703","2.90","0","0","2021"
"Lafayette County","2017","February","201702","3.50","0","0","2021"
"Lafayette County","2017","January","201701","3.40","0","0","2021"
"Lafayette County","2016","December","201612","2.50","0","0","2021"
"Lafayette County","2016","November","201611","2.50","0","0","2021"
"Lafayette County","2016","October","201610","2.60","0","0","2021"
"Lafayette County","2016","September","201609","2.70","0","0","2021"
"Lafayette County","2016","August","201608","2.80","0","0","2021"
"Lafayette County","2016","July","201607","3.10","0","0","2021"
"Lafayette County","2016","June","201606","3.20","0","0","2021"
"Lafayette County","2016","May","201605","2.90","0","0","2021"
"Lafayette County","2016","April","201604","2.70","0","0","2021"
"Lafayette County","2016","March","201603","4.10","0","0","2021"
"Lafayette County","2016","February","201602","4.30","0","0","2021"
"Lafayette County","2016","January","201601","3.90","0","0","2021"
"Lafayette County","2015","December","201512","3.10","0","0","2021"
"Lafayette County","2015","November","201511","3.20","0","0","2021"
"Lafayette County","2015","October","201510","2.90","0","0","2021"
"Lafayette County","2015","September","201509","3.10","0","0","2021"
"Lafayette County","2015","August","201508","3.40","0","0","2021"
"Lafayette County","2015","July","201507","3.60","0","0","2021"
"Lafayette County","2015","June","201506","3.80","0","0","2021"
"Lafayette County","2015","May","201505","3.60","0","0","2021"
"Lafayette County","2015","April","201504","3.30","0","0","2021"
"Lafayette County","2015","March","201503","4.20","0","0","2021"
"Lafayette County","2015","February","201502","4.60","0","0","2021"
"Lafayette County","2015","January","201501","4.20","0","0","2021"
"Lafayette County","2014","December","201412","3.30","0","0","2021"
"Lafayette County","2014","November","201411","3.20","0","0","2021"
"Lafayette County","2014","October","201410","3.10","0","0","2021"
"Lafayette County","2014","September","201409","3.30","0","0","2021"
"Lafayette County","2014","August","201408","3.80","0","0","2021"
"Lafayette County","2014","July","201407","4","0","0","2021"
"Lafayette County","2014","June","201406","4.20","0","0","2021"
"Lafayette County","2014","May","201405","4","0","0","2021"
"Lafayette County","2014","April","201404","4.50","0","0","2021"
"Lafayette County","2014","March","201403","5.50","0","0","2021"
"Lafayette County","2014","February","201402","5.80","0","0","2021"
"Lafayette County","2014","January","201401","5.30","0","0","2021"
"Lafayette County","2013","December","201312","4.50","0","0","2021"
"Lafayette County","2013","November","201311","4.40","0","0","2021"
"Lafayette County","2013","October","201310","4.50","0","0","2021"
"Lafayette County","2013","September","201309","4.50","0","0","2021"
"Lafayette County","2013","August","201308","5.10","0","0","2021"
"Lafayette County","2013","July","201307","5.30","0","0","2021"
"Lafayette County","2013","June","201306","5.60","0","0","2021"
"Lafayette County","2013","May","201305","5.10","0","0","2021"
"Lafayette County","2013","April","201304","5.70","0","0","2021"
"Lafayette County","2013","March","201303","6.20","0","0","2021"
"Lafayette County","2013","February","201302","6.70","0","0","2021"
"Lafayette County","2013","January","201301","6.60","0","0","2021"
"Lafayette County","2012","December","201212","5","0","0","2021"
"Lafayette County","2012","November","201211","4.70","0","0","2021"
"Lafayette County","2012","October","201210","4.40","0","0","2021"
"Lafayette County","2012","September","201209","4.50","0","0","2021"
"Lafayette County","2012","August","201208","5.30","0","0","2021"
"Lafayette County","2012","July","201207","5.70","0","0","2021"
"Lafayette County","2012","June","201206","5.90","0","0","2021"
"Lafayette County","2012","May","201205","5.30","0","0","2021"
"Lafayette County","2012","April","201204","5.20","0","0","2021"
"Lafayette County","2012","March","201203","6.50","0","0","2021"
"Lafayette County","2012","February","201202","7.20","0","0","2021"
"Lafayette County","2012","January","201201","6.50","0","0","2021"
"Lafayette County","2011","December","201112","5.20","0","0","2021"
"Lafayette County","2011","November","201111","5.10","0","0","2021"
"Lafayette County","2011","October","201110","5.40","0","0","2021"
"Lafayette County","2011","September","201109","5.60","0","0","2021"
"Lafayette County","2011","August","201108","5.90","0","0","2021"
"Lafayette County","2011","July","201107","6.20","0","0","2021"
"Lafayette County","2011","June","201106","6.60","0","0","2021"
"Lafayette County","2011","May","201105","6","0","0","2021"
"Lafayette County","2011","April","201104","6.10","0","0","2021"
"Lafayette County","2011","March","201103","7.40","0","0","2021"
"Lafayette County","2011","February","201102","7.80","0","0","2021"
"Lafayette County","2011","January","201101","7.60","0","0","2021"
"Lafayette County","2010","December","201012","6.30","0","0","2021"
"Lafayette County","2010","November","201011","5.90","0","0","2021"
"Lafayette County","2010","October","201010","5.80","0","0","2021"
"Lafayette County","2010","September","201009","6.10","0","0","2021"
"Lafayette County","2010","August","201008","6.70","0","0","2021"
"Lafayette County","2010","July","201007","7","0","0","2021"
"Lafayette County","2010","June","201006","7.20","0","0","2021"
"Lafayette County","2010","May","201005","6.80","0","0","2021"
"Lafayette County","2010","April","201004","6.90","0","0","2021"
"Lafayette County","2010","March","201003","8.50","0","0","2021"
"Lafayette County","2010","February","201002","8.80","0","0","2021"
"Lafayette County","2010","January","201001","8.50","0","0","2021"
"Langlade County","2022","July","202207","4","0","1","2021"
"Langlade County","2022","June","202206","4","0","0","2021"
"Langlade County","2022","May","202205","3.40","0","0","2021"
"Langlade County","2022","April","202204","4","0","0","2021"
"Langlade County","2022","March","202203","4.10","0","0","2021"
"Langlade County","2022","February","202202","4.30","0","0","2021"
"Langlade County","2022","January","202201","3.80","0","0","2021"
"Langlade County","2021","December","202112","3","0","0","2021"
"Langlade County","2021","November","202111","2.80","0","0","2021"
"Langlade County","2021","October","202110","2.90","0","0","2021"
"Langlade County","2021","September","202109","3.30","0","0","2021"
"Langlade County","2021","August","202108","4.30","0","0","2021"
"Langlade County","2021","July","202107","4.80","0","0","2021"
"Langlade County","2021","June","202106","5","0","0","2021"
"Langlade County","2021","May","202105","4.50","0","0","2021"
"Langlade County","2021","April","202104","5.50","0","0","2021"
"Langlade County","2021","March","202103","6.20","0","0","2021"
"Langlade County","2021","February","202102","6.30","0","0","2021"
"Langlade County","2021","January","202101","5.50","0","0","2021"
"Langlade County","2020","December","202012","4.90","0","0","2021"
"Langlade County","2020","November","202011","4.80","0","0","2021"
"Langlade County","2020","October","202010","4.50","0","0","2021"
"Langlade County","2020","September","202009","5.40","0","0","2021"
"Langlade County","2020","August","202008","6.70","0","0","2021"
"Langlade County","2020","July","202007","8","0","0","2021"
"Langlade County","2020","June","202006","7.70","0","0","2021"
"Langlade County","2020","May","202005","8.70","0","0","2021"
"Langlade County","2020","April","202004","12.90","0","0","2021"
"Langlade County","2020","March","202003","5.30","0","0","2021"
"Langlade County","2020","February","202002","4.60","0","0","2021"
"Langlade County","2020","January","202001","4.50","0","0","2021"
"Langlade County","2019","December","201912","4.10","0","0","2021"
"Langlade County","2019","November","201911","3.30","0","0","2021"
"Langlade County","2019","October","201910","3.30","0","0","2021"
"Langlade County","2019","September","201909","3.30","0","0","2021"
"Langlade County","2019","August","201908","3.60","0","0","2021"
"Langlade County","2019","July","201907","4.30","0","0","2021"
"Langlade County","2019","June","201906","4","0","0","2021"
"Langlade County","2019","May","201905","3.40","0","0","2021"
"Langlade County","2019","April","201904","3.80","0","0","2021"
"Langlade County","2019","March","201903","4.70","0","0","2021"
"Langlade County","2019","February","201902","4.90","0","0","2021"
"Langlade County","2019","January","201901","4.50","0","0","2021"
"Langlade County","2018","December","201812","3.60","0","0","2021"
"Langlade County","2018","November","201811","3","0","0","2021"
"Langlade County","2018","October","201810","3.10","0","0","2021"
"Langlade County","2018","September","201809","3.10","0","0","2021"
"Langlade County","2018","August","201808","3.90","0","0","2021"
"Langlade County","2018","July","201807","4.50","0","0","2021"
"Langlade County","2018","June","201806","4.50","0","0","2021"
"Langlade County","2018","May","201805","3.70","0","0","2021"
"Langlade County","2018","April","201804","4.40","0","0","2021"
